,satelite_type,sensor_type,satelite_number,processing_correction_level,wrs_path,wrs_row,acquisition_date,processing_date,collection_number,collection_category,folder_name
228,L,C,08,L2SP,040,037,2017-03-14,2020-09-04,02,T1,LC08_L2SP_040037_20170314_20200904_02_T1
229,L,C,08,L2SP,040,037,2017-05-01,2020-09-04,02,T1,LC08_L2SP_040037_20170501_20200904_02_T1
230,L,C,08,L2SP,040,037,2017-06-02,2020-09-03,02,T1,LC08_L2SP_040037_20170602_20200903_02_T1
231,L,C,08,L2SP,040,037,2017-06-18,2020-09-03,02,T1,LC08_L2SP_040037_20170618_20200903_02_T1
232,L,C,08,L2SP,040,037,2017-07-04,2020-09-03,02,T1,LC08_L2SP_040037_20170704_20200903_02_T1
233,L,C,08,L2SP,040,037,2017-07-20,2020-09-03,02,T1,LC08_L2SP_040037_20170720_20200903_02_T1
234,L,C,08,L2SP,040,037,2017-08-21,2020-10-15,02,T1,LC08_L2SP_040037_20170821_20201015_02_T1
235,L,C,08,L2SP,040,037,2017-09-22,2020-09-03,02,T1,LC08_L2SP_040037_20170922_20200903_02_T1
236,L,C,08,L2SP,040,037,2017-10-08,2020-09-03,02,T1,LC08_L2SP_040037_20171008_20200903_02_T1
237,L,C,08,L2SP,040,037,2017-10-24,2020-09-02,02,T1,LC08_L2SP_040037_20171024_20200902_02_T1
238,L,C,08,L2SP,040,037,2017-11-09,2020-09-02,02,T1,LC08_L2SP_040037_20171109_20200902_02_T1
239,L,C,08,L2SP,040,037,2017-11-25,2020-09-02,02,T1,LC08_L2SP_040037_20171125_20200902_02_T1
240,L,C,08,L2SP,040,037,2017-12-11,2020-09-02,02,T1,LC08_L2SP_040037_20171211_20200902_02_T1
241,L,C,08,L2SP,040,037,2017-12-27,2020-09-02,02,T1,LC08_L2SP_040037_20171227_20200902_02_T1
242,L,C,08,L2SP,040,037,2018-01-12,2020-09-02,02,T1,LC08_L2SP_040037_20180112_20200902_02_T1
243,L,C,08,L2SP,040,037,2018-03-01,2020-09-02,02,T1,LC08_L2SP_040037_20180301_20200902_02_T1
244,L,C,08,L2SP,040,037,2018-04-18,2020-09-01,02,T1,LC08_L2SP_040037_20180418_20200901_02_T1
245,L,C,08,L2SP,040,037,2018-05-04,2020-09-01,02,T1,LC08_L2SP_040037_20180504_20200901_02_T1
246,L,C,08,L2SP,040,037,2018-06-21,2020-08-31,02,T1,LC08_L2SP_040037_20180621_20200831_02_T1
247,L,C,08,L2SP,040,037,2018-07-07,2020-08-31,02,T1,LC08_L2SP_040037_20180707_20200831_02_T1
248,L,C,08,L2SP,040,037,2018-07-23,2020-08-31,02,T1,LC08_L2SP_040037_20180723_20200831_02_T1
249,L,C,08,L2SP,040,037,2018-08-08,2020-08-31,02,T1,LC08_L2SP_040037_20180808_20200831_02_T1
250,L,C,08,L2SP,040,037,2018-08-24,2020-08-31,02,T1,LC08_L2SP_040037_20180824_20200831_02_T1
251,L,C,08,L2SP,040,037,2018-09-09,2020-08-30,02,T1,LC08_L2SP_040037_20180909_20200830_02_T1
252,L,C,08,L2SP,040,037,2018-10-27,2020-08-30,02,T1,LC08_L2SP_040037_20181027_20200830_02_T1
253,L,C,08,L2SP,040,037,2018-11-12,2020-08-30,02,T1,LC08_L2SP_040037_20181112_20200830_02_T1
254,L,C,08,L2SP,040,037,2018-11-28,2020-08-30,02,T1,LC08_L2SP_040037_20181128_20200830_02_T1
255,L,C,08,L2SP,040,037,2018-12-30,2020-08-30,02,T1,LC08_L2SP_040037_20181230_20200830_02_T1
256,L,C,08,L2SP,040,037,2019-02-16,2020-08-29,02,T1,LC08_L2SP_040037_20190216_20200829_02_T1
257,L,C,08,L2SP,040,037,2019-04-21,2020-08-29,02,T1,LC08_L2SP_040037_20190421_20200829_02_T1
258,L,C,08,L2SP,040,037,2019-06-08,2020-08-28,02,T1,LC08_L2SP_040037_20190608_20200828_02_T1
259,L,C,08,L2SP,040,037,2019-07-10,2020-08-27,02,T1,LC08_L2SP_040037_20190710_20200827_02_T1
260,L,C,08,L2SP,040,037,2019-07-26,2020-08-27,02,T1,LC08_L2SP_040037_20190726_20200827_02_T1
261,L,C,08,L2SP,040,037,2019-08-11,2020-08-27,02,T1,LC08_L2SP_040037_20190811_20200827_02_T1
262,L,C,08,L2SP,040,037,2019-08-27,2020-08-26,02,T1,LC08_L2SP_040037_20190827_20200826_02_T1
263,L,C,08,L2SP,040,037,2019-09-12,2020-08-26,02,T1,LC08_L2SP_040037_20190912_20200826_02_T1
264,L,C,08,L2SP,040,037,2019-10-14,2020-08-25,02,T1,LC08_L2SP_040037_20191014_20200825_02_T1
265,L,C,08,L2SP,040,037,2019-10-30,2020-08-25,02,T1,LC08_L2SP_040037_20191030_20200825_02_T1
266,L,C,08,L2SP,040,037,2019-11-15,2020-08-25,02,T1,LC08_L2SP_040037_20191115_20200825_02_T1
267,L,C,08,L2SP,040,037,2019-12-17,2020-08-24,02,T1,LC08_L2SP_040037_20191217_20200824_02_T1
268,L,C,08,L2SP,040,037,2019-12-17,2020-10-22,02,T1,LC08_L2SP_040037_20191217_20201022_02_T1
269,L,C,08,L2SP,040,037,2020-01-02,2020-08-23,02,T1,LC08_L2SP_040037_20200102_20200823_02_T1
270,L,C,08,L2SP,040,037,2020-01-18,2020-08-23,02,T1,LC08_L2SP_040037_20200118_20200823_02_T1
271,L,C,08,L2SP,040,037,2020-02-19,2020-08-22,02,T1,LC08_L2SP_040037_20200219_20200822_02_T1
272,L,C,08,L2SP,040,037,2020-03-06,2020-08-22,02,T1,LC08_L2SP_040037_20200306_20200822_02_T1
273,L,C,08,L2SP,040,037,2020-04-23,2020-08-22,02,T1,LC08_L2SP_040037_20200423_20200822_02_T1
274,L,C,08,L2SP,040,037,2020-05-25,2020-08-20,02,T1,LC08_L2SP_040037_20200525_20200820_02_T1
275,L,C,08,L2SP,040,037,2020-07-12,2020-09-12,02,T1,LC08_L2SP_040037_20200712_20200912_02_T1
276,L,C,08,L2SP,040,037,2020-07-28,2020-09-08,02,T1,LC08_L2SP_040037_20200728_20200908_02_T1
277,L,C,08,L2SP,040,037,2020-08-29,2020-09-06,02,T1,LC08_L2SP_040037_20200829_20200906_02_T1
278,L,C,08,L2SP,040,037,2020-09-14,2020-09-19,02,T1,LC08_L2SP_040037_20200914_20200919_02_T1
279,L,C,08,L2SP,040,037,2020-09-30,2020-10-07,02,T1,LC08_L2SP_040037_20200930_20201007_02_T1
280,L,C,08,L2SP,040,037,2020-10-16,2020-11-05,02,T1,LC08_L2SP_040037_20201016_20201105_02_T1
281,L,C,08,L2SP,040,037,2020-11-17,2021-03-15,02,T1,LC08_L2SP_040037_20201117_20210315_02_T1
282,L,C,08,L2SP,040,037,2020-12-19,2021-03-10,02,T1,LC08_L2SP_040037_20201219_20210310_02_T1
283,L,C,08,L2SP,040,037,2021-01-04,2021-03-09,02,T1,LC08_L2SP_040037_20210104_20210309_02_T1
284,L,C,08,L2SP,040,037,2021-02-21,2021-03-03,02,T1,LC08_L2SP_040037_20210221_20210303_02_T1
285,L,C,08,L2SP,040,037,2021-03-09,2021-03-17,02,T1,LC08_L2SP_040037_20210309_20210317_02_T1
286,L,C,08,L2SP,040,037,2021-04-10,2021-04-16,02,T1,LC08_L2SP_040037_20210410_20210416_02_T1
287,L,C,08,L2SP,040,037,2021-05-12,2021-05-24,02,T1,LC08_L2SP_040037_20210512_20210524_02_T1
288,L,C,08,L2SP,040,037,2021-05-28,2021-06-07,02,T1,LC08_L2SP_040037_20210528_20210607_02_T1
289,L,C,08,L2SP,040,037,2021-06-13,2021-06-22,02,T1,LC08_L2SP_040037_20210613_20210622_02_T1
290,L,C,08,L2SP,040,037,2021-07-15,2021-07-21,02,T1,LC08_L2SP_040037_20210715_20210721_02_T1
291,L,C,08,L2SP,040,037,2021-07-31,2021-08-10,02,T1,LC08_L2SP_040037_20210731_20210810_02_T1
292,L,C,08,L2SP,040,037,2021-08-16,2021-08-27,02,T1,LC08_L2SP_040037_20210816_20210827_02_T1
293,L,C,08,L2SP,040,037,2021-10-19,2021-10-26,02,T1,LC08_L2SP_040037_20211019_20211026_02_T1
294,L,C,08,L2SP,040,037,2021-12-06,2021-12-15,02,T1,LC08_L2SP_040037_20211206_20211215_02_T1
295,L,C,08,L2SP,040,037,2021-12-22,2021-12-30,02,T1,LC08_L2SP_040037_20211222_20211230_02_T1
296,L,C,08,L2SP,040,037,2022-01-07,2022-01-14,02,T1,LC08_L2SP_040037_20220107_20220114_02_T1
297,L,C,08,L2SP,040,037,2022-01-23,2022-01-28,02,T1,LC08_L2SP_040037_20220123_20220128_02_T1
298,L,C,08,L2SP,040,037,2022-02-08,2022-02-22,02,T1,LC08_L2SP_040037_20220208_20220222_02_T1
299,L,C,08,L2SP,041,036,2013-04-11,2020-09-12,02,T1,LC08_L2SP_041036_20130411_20200912_02_T1
300,L,C,08,L2SP,041,036,2013-04-27,2020-09-12,02,T1,LC08_L2SP_041036_20130427_20200912_02_T1
301,L,C,08,L2SP,041,036,2013-05-13,2020-09-12,02,T1,LC08_L2SP_041036_20130513_20200912_02_T1
302,L,C,08,L2SP,041,036,2013-05-29,2020-09-12,02,T1,LC08_L2SP_041036_20130529_20200912_02_T1
303,L,C,08,L2SP,041,036,2013-06-14,2020-09-12,02,T1,LC08_L2SP_041036_20130614_20200912_02_T1
304,L,C,08,L2SP,041,036,2013-06-30,2020-09-12,02,T1,LC08_L2SP_041036_20130630_20200912_02_T1
305,L,C,08,L2SP,041,036,2013-07-16,2020-09-12,02,T1,LC08_L2SP_041036_20130716_20200912_02_T1
306,L,C,08,L2SP,041,036,2013-08-01,2020-09-12,02,T1,LC08_L2SP_041036_20130801_20200912_02_T1
307,L,C,08,L2SP,041,036,2013-08-17,2020-09-13,02,T1,LC08_L2SP_041036_20130817_20200913_02_T1
308,L,C,08,L2SP,041,036,2013-09-02,2020-09-12,02,T1,LC08_L2SP_041036_20130902_20200912_02_T1
309,L,C,08,L2SP,041,036,2013-09-18,2020-09-13,02,T1,LC08_L2SP_041036_20130918_20200913_02_T1
310,L,C,08,L2SP,041,036,2013-11-05,2020-09-12,02,T1,LC08_L2SP_041036_20131105_20200912_02_T1
311,L,C,08,L2SP,041,036,2013-12-23,2020-09-12,02,T1,LC08_L2SP_041036_20131223_20200912_02_T1
312,L,C,08,L2SP,041,036,2014-01-08,2020-09-12,02,T1,LC08_L2SP_041036_20140108_20200912_02_T1
313,L,C,08,L2SP,041,036,2014-03-13,2020-09-11,02,T1,LC08_L2SP_041036_20140313_20200911_02_T1
314,L,C,08,L2SP,041,036,2014-03-29,2020-09-11,02,T1,LC08_L2SP_041036_20140329_20200911_02_T1
315,L,C,08,L2SP,041,036,2014-04-14,2020-09-11,02,T1,LC08_L2SP_041036_20140414_20200911_02_T1
316,L,C,08,L2SP,041,036,2014-05-16,2020-09-11,02,T1,LC08_L2SP_041036_20140516_20200911_02_T1
317,L,C,08,L2SP,041,036,2014-06-01,2020-09-11,02,T1,LC08_L2SP_041036_20140601_20200911_02_T1
318,L,C,08,L2SP,041,036,2014-07-03,2020-09-11,02,T1,LC08_L2SP_041036_20140703_20200911_02_T1
319,L,C,08,L2SP,041,036,2014-08-04,2020-09-11,02,T1,LC08_L2SP_041036_20140804_20200911_02_T1
320,L,C,08,L2SP,041,036,2014-09-05,2020-09-11,02,T1,LC08_L2SP_041036_20140905_20200911_02_T1
321,L,C,08,L2SP,041,036,2014-09-21,2020-09-10,02,T1,LC08_L2SP_041036_20140921_20200910_02_T1
322,L,C,08,L2SP,041,036,2014-10-07,2020-09-10,02,T1,LC08_L2SP_041036_20141007_20200910_02_T1
323,L,C,08,L2SP,041,036,2014-10-23,2020-09-10,02,T1,LC08_L2SP_041036_20141023_20200910_02_T1
324,L,C,08,L2SP,041,036,2014-11-08,2020-09-10,02,T1,LC08_L2SP_041036_20141108_20200910_02_T1
325,L,C,08,L2SP,041,036,2014-11-24,2020-09-10,02,T1,LC08_L2SP_041036_20141124_20200910_02_T1
326,L,C,08,L2SP,041,036,2014-12-26,2020-09-10,02,T1,LC08_L2SP_041036_20141226_20200910_02_T1
327,L,C,08,L2SP,041,036,2015-02-12,2020-09-09,02,T1,LC08_L2SP_041036_20150212_20200909_02_T1
328,L,C,08,L2SP,041,036,2015-03-16,2020-09-09,02,T1,LC08_L2SP_041036_20150316_20200909_02_T1
329,L,C,08,L2SP,041,036,2015-04-01,2020-09-09,02,T1,LC08_L2SP_041036_20150401_20200909_02_T1
330,L,C,08,L2SP,041,036,2015-04-17,2020-09-09,02,T1,LC08_L2SP_041036_20150417_20200909_02_T1
331,L,C,08,L2SP,041,036,2015-05-03,2020-09-09,02,T1,LC08_L2SP_041036_20150503_20200909_02_T1
332,L,C,08,L2SP,041,036,2015-05-19,2020-09-09,02,T1,LC08_L2SP_041036_20150519_20200909_02_T1
333,L,C,08,L2SP,041,036,2015-06-20,2020-09-09,02,T1,LC08_L2SP_041036_20150620_20200909_02_T1
334,L,C,08,L2SP,041,036,2015-07-06,2020-09-09,02,T1,LC08_L2SP_041036_20150706_20200909_02_T1
335,L,C,08,L2SP,041,036,2015-08-07,2020-09-08,02,T1,LC08_L2SP_041036_20150807_20200908_02_T1
336,L,C,08,L2SP,041,036,2015-08-23,2020-09-08,02,T1,LC08_L2SP_041036_20150823_20200908_02_T1
337,L,C,08,L2SP,041,036,2015-09-08,2020-09-08,02,T1,LC08_L2SP_041036_20150908_20200908_02_T1
338,L,C,08,L2SP,041,036,2015-09-24,2020-09-08,02,T1,LC08_L2SP_041036_20150924_20200908_02_T1
339,L,C,08,L2SP,041,036,2015-10-10,2020-09-08,02,T1,LC08_L2SP_041036_20151010_20200908_02_T1
340,L,C,08,L2SP,041,036,2015-10-26,2020-09-08,02,T1,LC08_L2SP_041036_20151026_20200908_02_T1
341,L,C,08,L2SP,041,036,2015-11-27,2020-09-08,02,T1,LC08_L2SP_041036_20151127_20200908_02_T1
342,L,C,08,L2SP,041,036,2015-12-13,2020-09-08,02,T1,LC08_L2SP_041036_20151213_20200908_02_T1
343,L,C,08,L2SP,041,036,2015-12-29,2020-09-08,02,T1,LC08_L2SP_041036_20151229_20200908_02_T1
344,L,C,08,L2SP,041,036,2016-02-15,2020-09-07,02,T1,LC08_L2SP_041036_20160215_20200907_02_T1
345,L,C,08,L2SP,041,036,2016-03-02,2020-09-07,02,T1,LC08_L2SP_041036_20160302_20200907_02_T1
346,L,C,08,L2SP,041,036,2016-03-18,2020-09-07,02,T1,LC08_L2SP_041036_20160318_20200907_02_T1
347,L,C,08,L2SP,041,036,2016-04-03,2020-09-07,02,T1,LC08_L2SP_041036_20160403_20200907_02_T1
348,L,C,08,L2SP,041,036,2016-04-19,2020-09-07,02,T1,LC08_L2SP_041036_20160419_20200907_02_T1
349,L,C,08,L2SP,041,036,2016-05-21,2020-09-06,02,T1,LC08_L2SP_041036_20160521_20200906_02_T1
350,L,C,08,L2SP,041,036,2016-06-06,2020-09-06,02,T1,LC08_L2SP_041036_20160606_20200906_02_T1
351,L,C,08,L2SP,041,036,2016-06-22,2020-09-06,02,T1,LC08_L2SP_041036_20160622_20200906_02_T1
352,L,C,08,L2SP,041,036,2016-07-08,2020-09-06,02,T1,LC08_L2SP_041036_20160708_20200906_02_T1
353,L,C,08,L2SP,041,036,2016-07-24,2020-09-06,02,T1,LC08_L2SP_041036_20160724_20200906_02_T1
354,L,C,08,L2SP,041,036,2016-08-09,2020-09-06,02,T1,LC08_L2SP_041036_20160809_20200906_02_T1
355,L,C,08,L2SP,041,036,2016-08-25,2020-09-06,02,T1,LC08_L2SP_041036_20160825_20200906_02_T1
356,L,C,08,L2SP,041,036,2016-09-10,2020-09-06,02,T1,LC08_L2SP_041036_20160910_20200906_02_T1
357,L,C,08,L2SP,041,036,2016-09-26,2020-09-06,02,T1,LC08_L2SP_041036_20160926_20200906_02_T1
358,L,C,08,L2SP,041,036,2016-10-12,2020-09-05,02,T1,LC08_L2SP_041036_20161012_20200905_02_T1
359,L,C,08,L2SP,041,036,2016-11-13,2020-09-05,02,T1,LC08_L2SP_041036_20161113_20200905_02_T1
360,L,C,08,L2SP,041,036,2016-11-29,2020-09-05,02,T1,LC08_L2SP_041036_20161129_20200905_02_T1
361,L,C,08,L2SP,041,036,2017-01-16,2020-09-05,02,T1,LC08_L2SP_041036_20170116_20200905_02_T1
362,L,C,08,L2SP,041,036,2017-02-01,2020-09-05,02,T1,LC08_L2SP_041036_20170201_20200905_02_T1
363,L,C,08,L2SP,041,036,2017-05-08,2020-09-04,02,T1,LC08_L2SP_041036_20170508_20200904_02_T1
364,L,C,08,L2SP,041,036,2017-05-24,2020-09-03,02,T1,LC08_L2SP_041036_20170524_20200903_02_T1
365,L,C,08,L2SP,041,036,2017-07-11,2020-09-03,02,T1,LC08_L2SP_041036_20170711_20200903_02_T1
366,L,C,08,L2SP,041,036,2017-08-12,2020-09-03,02,T1,LC08_L2SP_041036_20170812_20200903_02_T1
367,L,C,08,L2SP,041,036,2017-08-28,2020-09-03,02,T1,LC08_L2SP_041036_20170828_20200903_02_T1
368,L,C,08,L2SP,041,036,2017-09-13,2020-09-03,02,T1,LC08_L2SP_041036_20170913_20200903_02_T1
369,L,C,08,L2SP,041,036,2017-09-29,2020-09-03,02,T1,LC08_L2SP_041036_20170929_20200903_02_T1
370,L,C,08,L2SP,041,036,2017-10-15,2020-09-02,02,T1,LC08_L2SP_041036_20171015_20200902_02_T1
371,L,C,08,L2SP,041,036,2017-12-02,2020-09-02,02,T1,LC08_L2SP_041036_20171202_20200902_02_T1
372,L,C,08,L2SP,041,036,2017-12-18,2020-09-02,02,T1,LC08_L2SP_041036_20171218_20200902_02_T1
373,L,C,08,L2SP,041,036,2018-02-20,2020-09-02,02,T1,LC08_L2SP_041036_20180220_20200902_02_T1
374,L,C,08,L2SP,041,036,2018-03-24,2020-09-01,02,T1,LC08_L2SP_041036_20180324_20200901_02_T1
375,L,C,08,L2SP,041,036,2018-04-09,2020-09-01,02,T1,LC08_L2SP_041036_20180409_20200901_02_T1
376,L,C,08,L2SP,041,036,2018-04-25,2020-09-01,02,T1,LC08_L2SP_041036_20180425_20200901_02_T1
377,L,C,08,L2SP,041,036,2018-05-27,2020-09-01,02,T1,LC08_L2SP_041036_20180527_20200901_02_T1
378,L,C,08,L2SP,041,036,2018-07-14,2020-08-31,02,T1,LC08_L2SP_041036_20180714_20200831_02_T1
379,L,C,08,L2SP,041,036,2018-08-15,2020-08-31,02,T1,LC08_L2SP_041036_20180815_20200831_02_T1
380,L,C,08,L2SP,041,036,2018-08-31,2020-08-31,02,T1,LC08_L2SP_041036_20180831_20200831_02_T1
381,L,C,08,L2SP,041,036,2018-10-18,2020-08-30,02,T1,LC08_L2SP_041036_20181018_20200830_02_T1
382,L,C,08,L2SP,041,036,2018-11-03,2020-08-30,02,T1,LC08_L2SP_041036_20181103_20200830_02_T1
383,L,C,08,L2SP,041,036,2019-01-06,2020-08-30,02,T1,LC08_L2SP_041036_20190106_20200830_02_T1
384,L,C,08,L2SP,041,036,2019-01-22,2020-08-30,02,T1,LC08_L2SP_041036_20190122_20200830_02_T1
385,L,C,08,L2SP,041,036,2019-02-07,2020-08-29,02,T1,LC08_L2SP_041036_20190207_20200829_02_T1
386,L,C,08,L2SP,041,036,2019-02-23,2020-08-29,02,T1,LC08_L2SP_041036_20190223_20200829_02_T1
387,L,C,08,L2SP,041,036,2019-03-27,2020-08-29,02,T1,LC08_L2SP_041036_20190327_20200829_02_T1
388,L,C,08,L2SP,041,036,2019-04-12,2020-08-28,02,T1,LC08_L2SP_041036_20190412_20200828_02_T1
389,L,C,08,L2SP,041,036,2019-04-28,2020-08-28,02,T1,LC08_L2SP_041036_20190428_20200828_02_T1
390,L,C,08,L2SP,041,036,2019-05-14,2020-08-28,02,T1,LC08_L2SP_041036_20190514_20200828_02_T1
391,L,C,08,L2SP,041,036,2019-05-30,2020-08-28,02,T1,LC08_L2SP_041036_20190530_20200828_02_T1
392,L,C,08,L2SP,041,036,2019-06-15,2020-08-28,02,T1,LC08_L2SP_041036_20190615_20200828_02_T1
393,L,C,08,L2SP,041,036,2019-07-01,2020-08-27,02,T1,LC08_L2SP_041036_20190701_20200827_02_T1
394,L,C,08,L2SP,041,036,2019-07-17,2020-08-27,02,T1,LC08_L2SP_041036_20190717_20200827_02_T1
395,L,C,08,L2SP,041,036,2019-08-02,2020-08-27,02,T1,LC08_L2SP_041036_20190802_20200827_02_T1
396,L,C,08,L2SP,041,036,2019-09-03,2020-08-26,02,T1,LC08_L2SP_041036_20190903_20200826_02_T1
397,L,C,08,L2SP,041,036,2019-11-06,2020-08-25,02,T1,LC08_L2SP_041036_20191106_20200825_02_T1
398,L,C,08,L2SP,041,036,2019-12-24,2020-08-25,02,T1,LC08_L2SP_041036_20191224_20200825_02_T1
399,L,C,08,L2SP,041,036,2020-01-09,2020-08-23,02,T1,LC08_L2SP_041036_20200109_20200823_02_T1
400,L,C,08,L2SP,041,036,2020-02-10,2020-08-23,02,T1,LC08_L2SP_041036_20200210_20200823_02_T1
401,L,C,08,L2SP,041,036,2020-02-26,2020-08-22,02,T1,LC08_L2SP_041036_20200226_20200822_02_T1
402,L,C,08,L2SP,041,036,2020-04-14,2020-08-22,02,T1,LC08_L2SP_041036_20200414_20200822_02_T1
403,L,C,08,L2SP,041,036,2020-04-30,2020-08-20,02,T1,LC08_L2SP_041036_20200430_20200820_02_T1
404,L,C,08,L2SP,041,036,2020-05-16,2020-08-20,02,T1,LC08_L2SP_041036_20200516_20200820_02_T1
405,L,C,08,L2SP,041,036,2020-06-01,2020-08-24,02,T1,LC08_L2SP_041036_20200601_20200824_02_T1
406,L,C,08,L2SP,041,036,2020-07-03,2020-09-13,02,T1,LC08_L2SP_041036_20200703_20200913_02_T1
407,L,C,08,L2SP,041,036,2020-07-19,2021-03-30,02,T1,LC08_L2SP_041036_20200719_20210330_02_T1
408,L,C,08,L2SP,041,036,2020-08-04,2020-09-14,02,T1,LC08_L2SP_041036_20200804_20200914_02_T1
409,L,C,08,L2SP,041,036,2020-08-20,2020-09-05,02,T1,LC08_L2SP_041036_20200820_20200905_02_T1
410,L,C,08,L2SP,041,036,2020-09-05,2020-09-18,02,T1,LC08_L2SP_041036_20200905_20200918_02_T1
411,L,C,08,L2SP,041,036,2020-09-21,2020-10-06,02,T1,LC08_L2SP_041036_20200921_20201006_02_T1
412,L,C,08,L2SP,041,036,2020-11-24,2021-03-16,02,T1,LC08_L2SP_041036_20201124_20210316_02_T1
413,L,C,08,L2SP,041,036,2020-12-26,2021-03-10,02,T1,LC08_L2SP_041036_20201226_20210310_02_T1
